EndOfMonth|Jnl ID|Account Code|Jnl Description|Jnl Amount
31/10/2018|003-0000000228|1230|Cat food sales|46544.31
31/10/2018|003-0000000229|4120|Cat food sales|-46544.31
31/10/2018|003-0000000229|1230|Cat food sales|46544.31
30/11/2018|001-0000000230|4110|Labrador Sales|-52984.57
30/11/2018|001-0000000230|1210|Labrador Sales|52984.57
30/11/2018|001-0000000231|4110|Labrador Sales|-55935.48
30/11/2018|001-0000000231|1210|Labrador Sales|55935.48
30/11/2018|001-0000000232|4110|Labrador Sales|-55014.11
30/11/2018|001-0000000232|1210|Labrador Sales|55014.11
30/11/2018|001-0000000233|4110|Labrador Sales|-57166.6
30/11/2018|001-0000000233|1210|Labrador Sales|57166.6
30/11/2018|001-0000000234|4110|Labrador Sales|-54614.05
30/11/2018|001-0000000234|1210|Labrador Sales|54614.05
30/11/2018|001-0000000235|4110|Labrador Sales|-54784.97
30/11/2018|001-0000000235|1210|Labrador Sales|54784.97
30/11/2018|001-0000000236|4110|Labrador Sales|-53617.13
30/11/2018|001-0000000236|1210|Labrador Sales|53617.13
30/11/2018|001-0000000237|4110|Labrador Sales|-56172.55
30/11/2018|001-0000000237|1210|Labrador Sales|56172.55
30/11/2018|001-0000000238|4110|Labrador Sales|-56567.38
30/11/2018|001-0000000238|1210|Labrador Sales|56567.38
30/11/2018|001-0000000239|4110|Labrador Sales|-57370.59
30/11/2018|001-0000000239|1210|Labrador Sales|57370.59
30/11/2018|001-0000000240|4110|Labrador Sales|-56433.38
30/11/2018|001-0000000240|1210|Labrador Sales|56433.38
30/11/2018|001-0000000241|4110|Labrador Sales|-53985.68
30/11/2018|001-0000000241|1210|Labrador Sales|53985.68
30/11/2018|001-0000000242|4110|Labrador Sales|-54607.04
30/11/2018|001-0000000242|1210|Labrador Sales|54607.04
30/11/2018|001-0000000243|4110|Labrador Sales|-53495.9
30/11/2018|001-0000000243|1210|Labrador Sales|53495.9
30/11/2018|001-0000000244|4110|Labrador Sales|-54526.11
30/11/2018|001-0000000244|1210|Labrador Sales|54526.11
30/11/2018|001-0000000245|4110|Labrador Sales|-52521.48
30/11/2018|001-0000000245|1210|Labrador Sales|52521.48
30/11/2018|001-0000000246|4110|Labrador Sales|-57587.44
30/11/2018|001-0000000246|1210|Labrador Sales|57587.44
30/11/2018|001-0000000247|4110|Labrador Sales|-57224.76
30/11/2018|001-0000000247|1210|Labrador Sales|57224.76
30/11/2018|001-0000000248|4110|Labrador Sales|-55150.7
30/11/2018|001-0000000248|1210|Labrador Sales|55150.7
30/11/2018|001-0000000249|4110|Labrador Sales|-52228.53
30/11/2018|001-0000000249|1210|Labrador Sales|52228.53
30/11/2018|003-0000000250|4120|Cat food sales|-46915.46
30/11/2018|003-0000000250|1230|Cat food sales|46915.46
30/11/2018|003-0000000251|4120|Cat food sales|-46915.46
30/11/2018|003-0000000251|1230|Cat food sales|46915.46
30/11/2018|003-0000000252|4120|Cat food sales|-46915.46
30/11/2018|003-0000000252|1230|Cat food sales|46915.46
31/12/2018|001-0000000253|4110|Labrador Sales|-57556.18
31/12/2018|001-0000000253|1210|Labrador Sales|57556.18
31/12/2018|001-0000000254|4110|Labrador Sales|-58098.81
31/12/2018|001-0000000254|1210|Labrador Sales|58098.81
31/12/2018|001-0000000255|4110|Labrador Sales|-57175.43
31/12/2018|001-0000000255|1210|Labrador Sales|57175.43
31/12/2018|001-0000000256|4110|Labrador Sales|-53602
31/12/2018|001-0000000256|1210|Labrador Sales|53602
31/12/2018|001-0000000257|4110|Labrador Sales|-54773.43
31/12/2018|001-0000000257|1210|Labrador Sales|54773.43
31/12/2018|001-0000000258|4110|Labrador Sales|-56275.14
31/12/2018|001-0000000258|1210|Labrador Sales|56275.14
31/12/2018|001-0000000259|4110|Labrador Sales|-57538.79
31/12/2018|001-0000000259|1210|Labrador Sales|57538.79
31/12/2018|001-0000000260|4110|Labrador Sales|-54125.03
31/12/2018|001-0000000260|1210|Labrador Sales|54125.03
31/12/2018|001-0000000261|4110|Labrador Sales|-57402.67
31/12/2018|001-0000000261|1210|Labrador Sales|57402.67
31/12/2018|001-0000000262|4110|Labrador Sales|-55112.74
31/12/2018|001-0000000262|1210|Labrador Sales|55112.74
31/12/2018|001-0000000263|4110|Labrador Sales|-54041.38
31/12/2018|001-0000000263|1210|Labrador Sales|54041.38
31/12/2018|001-0000000264|4110|Labrador Sales|-56412.22
31/12/2018|001-0000000264|1210|Labrador Sales|56412.22
31/12/2018|001-0000000265|4110|Labrador Sales|-56693.42
31/12/2018|001-0000000265|1210|Labrador Sales|56693.42
31/12/2018|001-0000000266|4110|Labrador Sales|-57533.2
31/12/2018|001-0000000266|1210|Labrador Sales|57533.2
31/12/2018|001-0000000267|4110|Labrador Sales|-57602.18
31/12/2018|001-0000000267|1210|Labrador Sales|57602.18
31/12/2018|001-0000000268|4110|Labrador Sales|-53554.03
31/12/2018|001-0000000268|1210|Labrador Sales|53554.03
31/12/2018|001-0000000269|4110|Labrador Sales|-54084.58
31/12/2018|001-0000000269|1210|Labrador Sales|54084.58
31/12/2018|001-0000000270|4110|Labrador Sales|-54295.73
31/12/2018|001-0000000270|1210|Labrador Sales|54295.73
31/12/2018|001-0000000271|4110|Labrador Sales|-56525.42
31/12/2018|001-0000000271|1210|Labrador Sales|56525.42
31/12/2018|001-0000000272|4110|Labrador Sales|-58085.81
31/12/2018|001-0000000272|1210|Labrador Sales|58085.81
31/12/2018|003-0000000273|4120|Cat food sales|-47289.57
31/12/2018|003-0000000273|1230|Cat food sales|47289.57
31/12/2018|003-0000000274|4120|Cat food sales|-47289.57
31/12/2018|003-0000000274|1230|Cat food sales|47289.57
31/12/2018|003-0000000275|4120|Cat food sales|-47289.57
31/12/2018|003-0000000275|1230|Cat food sales|47289.57
31/01/2019|001-0000000276|4110|Labrador Sales|-53429
31/01/2019|001-0000000276|1210|Labrador Sales|53429
31/01/2019|001-0000000277|4110|Labrador Sales|-57537.72
31/01/2019|001-0000000277|1210|Labrador Sales|57537.72
31/01/2019|001-0000000278|4110|Labrador Sales|-55237.03
31/01/2019|001-0000000278|1210|Labrador Sales|55237.03
31/01/2019|001-0000000279|4110|Labrador Sales|-56007.22
31/01/2019|001-0000000279|1210|Labrador Sales|56007.22
31/01/2019|001-0000000280|4110|Labrador Sales|-58363.56
31/01/2019|001-0000000280|1210|Labrador Sales|58363.56
31/01/2019|001-0000000281|4110|Labrador Sales|-53664.25
31/01/2019|001-0000000281|1210|Labrador Sales|53664.25
31/01/2019|001-0000000282|4110|Labrador Sales|-57740.33
31/01/2019|001-0000000282|1210|Labrador Sales|57740.33
31/01/2019|001-0000000283|4110|Labrador Sales|-54447.29
31/01/2019|001-0000000283|1210|Labrador Sales|54447.29
31/01/2019|001-0000000284|4110|Labrador Sales|-56038.65
31/01/2019|001-0000000284|1210|Labrador Sales|56038.65
31/01/2019|001-0000000285|4110|Labrador Sales|-57436.95
31/01/2019|001-0000000285|1210|Labrador Sales|57436.95
31/01/2019|001-0000000286|4110|Labrador Sales|-57951.96
31/01/2019|001-0000000286|1210|Labrador Sales|57951.96
31/01/2019|001-0000000287|4110|Labrador Sales|-56173.99
31/01/2019|001-0000000287|1210|Labrador Sales|56173.99
31/01/2019|001-0000000288|4110|Labrador Sales|-56380.51
31/01/2019|001-0000000288|1210|Labrador Sales|56380.51
31/01/2019|001-0000000289|4110|Labrador Sales|-55763.22
31/01/2019|001-0000000289|1210|Labrador Sales|55763.22
31/01/2019|001-0000000290|4110|Labrador Sales|-55175.62
31/01/2019|001-0000000290|1210|Labrador Sales|55175.62
31/01/2019|001-0000000291|4110|Labrador Sales|-55333.74
31/01/2019|001-0000000291|1210|Labrador Sales|55333.74
31/01/2019|001-0000000292|4110|Labrador Sales|-55211.23
31/01/2019|001-0000000292|1210|Labrador Sales|55211.23
31/01/2019|001-0000000293|4110|Labrador Sales|-57454.65
31/01/2019|001-0000000293|1210|Labrador Sales|57454.65
31/01/2019|001-0000000294|4110|Labrador Sales|-54559.63
31/01/2019|001-0000000294|1210|Labrador Sales|54559.63
31/01/2019|001-0000000295|4110|Labrador Sales|-53977
31/01/2019|001-0000000295|1210|Labrador Sales|53977
31/01/2019|003-0000000296|4120|Cat food sales|-47666.67
31/01/2019|003-0000000296|1230|Cat food sales|47666.67
31/01/2019|003-0000000297|4120|Cat food sales|-47666.67
31/01/2019|003-0000000297|1230|Cat food sales|47666.67
31/01/2019|003-0000000298|4120|Cat food sales|-47666.67
31/01/2019|003-0000000298|1230|Cat food sales|47666.67
28/02/2019|001-0000000299|4110|Labrador Sales|-54179.93
28/02/2019|001-0000000299|1210|Labrador Sales|54179.93
28/02/2019|001-0000000300|4110|Labrador Sales|-53779.37
28/02/2019|001-0000000300|1210|Labrador Sales|53779.37
28/02/2019|001-0000000301|4110|Labrador Sales|-57361.65
28/02/2019|001-0000000301|1210|Labrador Sales|57361.65
28/02/2019|001-0000000302|4110|Labrador Sales|-56274.58
28/02/2019|001-0000000302|1210|Labrador Sales|56274.58
28/02/2019|001-0000000303|4110|Labrador Sales|-54705.7
28/02/2019|001-0000000303|1210|Labrador Sales|54705.7
28/02/2019|001-0000000304|4110|Labrador Sales|-54314.99
28/02/2019|001-0000000304|1210|Labrador Sales|54314.99
28/02/2019|001-0000000305|4110|Labrador Sales|-56097.87
28/02/2019|001-0000000305|1210|Labrador Sales|56097.87
28/02/2019|001-0000000306|4110|Labrador Sales|-55595.73
28/02/2019|001-0000000306|1210|Labrador Sales|55595.73
28/02/2019|001-0000000307|4110|Labrador Sales|-56840.78
28/02/2019|001-0000000307|1210|Labrador Sales|56840.78
28/02/2019|001-0000000308|4110|Labrador Sales|-54397.22
28/02/2019|001-0000000308|1210|Labrador Sales|54397.22
28/02/2019|001-0000000309|4110|Labrador Sales|-54927.15
28/02/2019|001-0000000309|1210|Labrador Sales|54927.15
28/02/2019|001-0000000310|4110|Labrador Sales|-57452.85
28/02/2019|001-0000000310|1210|Labrador Sales|57452.85
28/02/2019|001-0000000311|4110|Labrador Sales|-58663.82
28/02/2019|001-0000000311|1210|Labrador Sales|58663.82
28/02/2019|001-0000000312|4110|Labrador Sales|-54835.01
28/02/2019|001-0000000312|1210|Labrador Sales|54835.01
28/02/2019|001-0000000313|4110|Labrador Sales|-53951.85
28/02/2019|001-0000000313|1210|Labrador Sales|53951.85
28/02/2019|001-0000000314|4110|Labrador Sales|-56430.41
28/02/2019|001-0000000314|1210|Labrador Sales|56430.41
28/02/2019|001-0000000315|4110|Labrador Sales|-53976.23
28/02/2019|001-0000000315|1210|Labrador Sales|53976.23
28/02/2019|001-0000000316|4110|Labrador Sales|-55586.77
28/02/2019|001-0000000316|1210|Labrador Sales|55586.77
28/02/2019|001-0000000317|4110|Labrador Sales|-57708.01
28/02/2019|001-0000000317|1210|Labrador Sales|57708.01
28/02/2019|001-0000000318|4110|Labrador Sales|-58149.2
28/02/2019|001-0000000318|1210|Labrador Sales|58149.2
28/02/2019|003-0000000319|4120|Cat food sales|-48046.77
28/02/2019|003-0000000319|1230|Cat food sales|48046.77
28/02/2019|003-0000000320|4120|Cat food sales|-48046.77
28/02/2019|003-0000000320|1230|Cat food sales|48046.77
28/02/2019|003-0000000321|4120|Cat food sales|-48046.77
28/02/2019|003-0000000321|1230|Cat food sales|48046.77
31/03/2019|001-0000000322|4110|Labrador Sales|-59054.96
31/03/2019|001-0000000322|1210|Labrador Sales|59054.96
31/03/2019|001-0000000323|4110|Labrador Sales|-54287.9
31/03/2019|001-0000000323|1210|Labrador Sales|54287.9
31/03/2019|001-0000000324|4110|Labrador Sales|-54679.48
31/03/2019|001-0000000324|1210|Labrador Sales|54679.48
31/03/2019|001-0000000325|4110|Labrador Sales|-56206.38
31/03/2019|001-0000000325|1210|Labrador Sales|56206.38
31/03/2019|001-0000000326|4110|Labrador Sales|-56199.51
31/03/2019|001-0000000326|1210|Labrador Sales|56199.51
31/03/2019|001-0000000327|4110|Labrador Sales|-56249.91
31/03/2019|001-0000000327|1210|Labrador Sales|56249.91
31/03/2019|001-0000000328|4110|Labrador Sales|-54739.46
31/03/2019|001-0000000328|1210|Labrador Sales|54739.46
31/03/2019|001-0000000329|4110|Labrador Sales|-56900.73
31/03/2019|001-0000000329|1210|Labrador Sales|56900.73
31/03/2019|001-0000000330|4110|Labrador Sales|-57292.92
31/03/2019|001-0000000330|1210|Labrador Sales|57292.92
31/03/2019|001-0000000331|4110|Labrador Sales|-54429.78
31/03/2019|001-0000000331|1210|Labrador Sales|54429.78
31/03/2019|001-0000000332|4110|Labrador Sales|-54422.38
31/03/2019|001-0000000332|1210|Labrador Sales|54422.38
31/03/2019|001-0000000333|4110|Labrador Sales|-58014.49
31/03/2019|001-0000000333|1210|Labrador Sales|58014.49
31/03/2019|001-0000000334|4110|Labrador Sales|-58579.6
31/03/2019|001-0000000334|1210|Labrador Sales|58579.6
31/03/2019|001-0000000335|4110|Labrador Sales|-54255.15
31/03/2019|001-0000000335|1210|Labrador Sales|54255.15
31/03/2019|001-0000000336|4110|Labrador Sales|-59780.4
31/03/2019|001-0000000336|1210|Labrador Sales|59780.4
31/03/2019|001-0000000337|4110|Labrador Sales|-58505.67
31/03/2019|001-0000000337|1210|Labrador Sales|58505.67
31/03/2019|001-0000000338|4110|Labrador Sales|-58422.35
31/03/2019|001-0000000338|1210|Labrador Sales|58422.35
31/03/2019|001-0000000339|4110|Labrador Sales|-54657.1
31/03/2019|001-0000000339|1210|Labrador Sales|54657.1
31/03/2019|001-0000000340|4110|Labrador Sales|-59483.32
31/03/2019|001-0000000340|1210|Labrador Sales|59483.32
31/03/2019|001-0000000341|4110|Labrador Sales|-57250.74
31/03/2019|001-0000000341|1210|Labrador Sales|57250.74
31/03/2019|003-0000000342|4120|Cat food sales|-48429.9
31/03/2019|003-0000000342|1230|Cat food sales|48429.9
31/03/2019|003-0000000343|4120|Cat food sales|-48429.9
31/03/2019|003-0000000343|1230|Cat food sales|48429.9
31/03/2019|003-0000000344|4120|Cat food sales|-48429.9
31/03/2019|003-0000000344|1230|Cat food sales|48429.9
30/04/2019|001-0000000345|4110|Labrador Sales|-58438.38
30/04/2019|001-0000000345|1210|Labrador Sales|58438.38
30/04/2019|001-0000000346|4110|Labrador Sales|-55225.88
30/04/2019|001-0000000346|1210|Labrador Sales|55225.88
30/04/2019|001-0000000347|4110|Labrador Sales|-55299.67
30/04/2019|001-0000000347|1210|Labrador Sales|55299.67
30/04/2019|001-0000000348|4110|Labrador Sales|-59696.32
30/04/2019|001-0000000348|1210|Labrador Sales|59696.32
30/04/2019|001-0000000349|4110|Labrador Sales|-56489.95
30/04/2019|001-0000000349|1210|Labrador Sales|56489.95
30/04/2019|001-0000000350|4110|Labrador Sales|-56530.61
30/04/2019|001-0000000350|1210|Labrador Sales|56530.61
30/04/2019|001-0000000351|4110|Labrador Sales|-55966.45
30/04/2019|001-0000000351|1210|Labrador Sales|55966.45
30/04/2019|001-0000000352|4110|Labrador Sales|-58779.82
30/04/2019|001-0000000352|1210|Labrador Sales|58779.82
30/04/2019|001-0000000353|4110|Labrador Sales|-59473.5
30/04/2019|001-0000000353|1210|Labrador Sales|59473.5
30/04/2019|001-0000000354|4110|Labrador Sales|-57718.25
30/04/2019|001-0000000354|1210|Labrador Sales|57718.25
30/04/2019|001-0000000355|4110|Labrador Sales|-56728.67
30/04/2019|001-0000000355|1210|Labrador Sales|56728.67
30/04/2019|001-0000000356|4110|Labrador Sales|-59138.26
30/04/2019|001-0000000356|1210|Labrador Sales|59138.26
30/04/2019|001-0000000357|4110|Labrador Sales|-58687.63
30/04/2019|001-0000000357|1210|Labrador Sales|58687.63
30/04/2019|001-0000000358|4110|Labrador Sales|-59517.47
30/04/2019|001-0000000358|1210|Labrador Sales|59517.47
30/04/2019|001-0000000359|4110|Labrador Sales|-59773.33
30/04/2019|001-0000000359|1210|Labrador Sales|59773.33
30/04/2019|001-0000000360|4110|Labrador Sales|-55370.33
30/04/2019|001-0000000360|1210|Labrador Sales|55370.33
30/04/2019|001-0000000361|4110|Labrador Sales|-54809.04
30/04/2019|001-0000000361|1210|Labrador Sales|54809.04
30/04/2019|001-0000000362|4110|Labrador Sales|-56043.22
30/04/2019|001-0000000362|1210|Labrador Sales|56043.22
30/04/2019|001-0000000363|4110|Labrador Sales|-60133.5
30/04/2019|001-0000000363|1210|Labrador Sales|60133.5
30/04/2019|001-0000000364|4110|Labrador Sales|-55597.72
30/04/2019|001-0000000364|1210|Labrador Sales|55597.72
30/04/2019|003-0000000365|4120|Cat food sales|-48816.09
30/04/2019|003-0000000365|1230|Cat food sales|48816.09
30/04/2019|003-0000000366|4120|Cat food sales|-48816.09
30/04/2019|003-0000000366|1230|Cat food sales|48816.09
30/04/2019|003-0000000367|4120|Cat food sales|-48816.09
30/04/2019|003-0000000367|1230|Cat food sales|48816.09
31/05/2019|001-0000000368|4110|Labrador Sales|-59910.05
31/05/2019|001-0000000368|1210|Labrador Sales|59910.05
31/05/2019|001-0000000369|4110|Labrador Sales|-58665.93
31/05/2019|001-0000000369|1210|Labrador Sales|58665.93
31/05/2019|001-0000000370|4110|Labrador Sales|-57862.43
31/05/2019|001-0000000370|1210|Labrador Sales|57862.43
31/05/2019|001-0000000371|4110|Labrador Sales|-57788.69
31/05/2019|001-0000000371|1210|Labrador Sales|57788.69
31/05/2019|001-0000000372|4110|Labrador Sales|-60634.6
31/05/2019|001-0000000372|1210|Labrador Sales|60634.6
31/05/2019|001-0000000373|4110|Labrador Sales|-58688.38
31/05/2019|001-0000000373|1210|Labrador Sales|58688.38
31/05/2019|001-0000000374|4110|Labrador Sales|-57724.33
31/05/2019|001-0000000374|1210|Labrador Sales|57724.33
31/05/2019|001-0000000375|4110|Labrador Sales|-58904.68
31/05/2019|001-0000000375|1210|Labrador Sales|58904.68
31/05/2019|001-0000000376|4110|Labrador Sales|-60752.57
31/05/2019|001-0000000376|1210|Labrador Sales|60752.57
31/05/2019|001-0000000377|4110|Labrador Sales|-56303.93
31/05/2019|001-0000000377|1210|Labrador Sales|56303.93
31/05/2019|001-0000000378|4110|Labrador Sales|-55499.93
31/05/2019|001-0000000378|1210|Labrador Sales|55499.93
31/05/2019|001-0000000379|4110|Labrador Sales|-55279.54
31/05/2019|001-0000000379|1210|Labrador Sales|55279.54
31/05/2019|001-0000000380|4110|Labrador Sales|-59409.3
31/05/2019|001-0000000380|1210|Labrador Sales|59409.3
31/05/2019|001-0000000381|4110|Labrador Sales|-60932.22
31/05/2019|001-0000000381|1210|Labrador Sales|60932.22
31/05/2019|001-0000000382|4110|Labrador Sales|-55503.89
31/05/2019|001-0000000382|1210|Labrador Sales|55503.89
31/05/2019|001-0000000383|4110|Labrador Sales|-55543.41
31/05/2019|001-0000000383|1210|Labrador Sales|55543.41
31/05/2019|001-0000000384|4110|Labrador Sales|-58727.6
31/05/2019|001-0000000384|1210|Labrador Sales|58727.6
31/05/2019|001-0000000385|4110|Labrador Sales|-56866.58
31/05/2019|001-0000000385|1210|Labrador Sales|56866.58
31/05/2019|001-0000000386|4110|Labrador Sales|-56814.58
31/05/2019|001-0000000386|1210|Labrador Sales|56814.58
31/05/2019|001-0000000387|4110|Labrador Sales|-59023.44
31/05/2019|001-0000000387|1210|Labrador Sales|59023.44
31/05/2019|003-0000000388|4120|Cat food sales|-49205.35
31/05/2019|003-0000000388|1230|Cat food sales|49205.35
31/05/2019|003-0000000389|4120|Cat food sales|-49205.35
31/05/2019|003-0000000389|1230|Cat food sales|49205.35
31/05/2019|003-0000000390|4120|Cat food sales|-49205.35
31/05/2019|003-0000000390|1230|Cat food sales|49205.35
30/06/2019|001-0000000391|4110|Labrador Sales|-59079.2
30/06/2019|001-0000000391|1210|Labrador Sales|59079.2
30/06/2019|001-0000000392|4110|Labrador Sales|-56662.23
30/06/2019|001-0000000392|1210|Labrador Sales|56662.23
30/06/2019|001-0000000393|4110|Labrador Sales|-58223.5
30/06/2019|001-0000000393|1210|Labrador Sales|58223.5
30/06/2019|001-0000000394|4110|Labrador Sales|-60038.69
30/06/2019|001-0000000394|1210|Labrador Sales|60038.69
30/06/2019|001-0000000395|4110|Labrador Sales|-59783.42
30/06/2019|001-0000000395|1210|Labrador Sales|59783.42
30/06/2019|001-0000000396|4110|Labrador Sales|-61492.41
30/06/2019|001-0000000396|1210|Labrador Sales|61492.41
30/06/2019|001-0000000397|4110|Labrador Sales|-56713.28
30/06/2019|001-0000000397|1210|Labrador Sales|56713.28
30/06/2019|001-0000000398|4110|Labrador Sales|-56493.14
30/06/2019|001-0000000398|1210|Labrador Sales|56493.14
30/06/2019|001-0000000399|4110|Labrador Sales|-58053.2
30/06/2019|001-0000000399|1210|Labrador Sales|58053.2
30/06/2019|001-0000000400|4110|Labrador Sales|-59845.79
30/06/2019|001-0000000400|1210|Labrador Sales|59845.79
30/06/2019|001-0000000401|4110|Labrador Sales|-58774.83
30/06/2019|001-0000000401|1210|Labrador Sales|58774.83
30/06/2019|001-0000000402|4110|Labrador Sales|-56525.57
30/06/2019|001-0000000402|1210|Labrador Sales|56525.57
30/06/2019|001-0000000403|4110|Labrador Sales|-57617.7
30/06/2019|001-0000000403|1210|Labrador Sales|57617.7
30/06/2019|001-0000000404|4110|Labrador Sales|-57842.54
30/06/2019|001-0000000404|1210|Labrador Sales|57842.54
30/06/2019|001-0000000405|4110|Labrador Sales|-57371.5
30/06/2019|001-0000000405|1210|Labrador Sales|57371.5
30/06/2019|001-0000000406|4110|Labrador Sales|-60864.19
30/06/2019|001-0000000406|1210|Labrador Sales|60864.19
30/06/2019|001-0000000407|4110|Labrador Sales|-58208.09
30/06/2019|001-0000000407|1210|Labrador Sales|58208.09
30/06/2019|001-0000000408|4110|Labrador Sales|-58213.67
30/06/2019|001-0000000408|1210|Labrador Sales|58213.67
30/06/2019|001-0000000409|4110|Labrador Sales|-60024.57
30/06/2019|001-0000000409|1210|Labrador Sales|60024.57
30/06/2019|001-0000000410|4110|Labrador Sales|-61038.04
30/06/2019|001-0000000410|1210|Labrador Sales|61038.04
30/06/2019|003-0000000411|4120|Cat food sales|-49597.72
30/06/2019|003-0000000411|1230|Cat food sales|49597.72
30/06/2019|003-0000000412|4120|Cat food sales|-49597.72
30/06/2019|003-0000000412|1230|Cat food sales|49597.72
30/06/2019|003-0000000413|4120|Cat food sales|-49597.72
30/06/2019|003-0000000413|1230|Cat food sales|49597.72
31/07/2019|001-0000000414|4110|Labrador Sales|-60810.54
31/07/2019|001-0000000414|1210|Labrador Sales|60810.54
31/07/2019|001-0000000415|4110|Labrador Sales|-57837.61
31/07/2019|001-0000000415|1210|Labrador Sales|57837.61
31/07/2019|001-0000000416|4110|Labrador Sales|-57788.67
31/07/2019|001-0000000416|1210|Labrador Sales|57788.67
31/07/2019|001-0000000417|4110|Labrador Sales|-56933.49
31/07/2019|001-0000000417|1210|Labrador Sales|56933.49
31/07/2019|001-0000000418|4110|Labrador Sales|-58245.66
31/07/2019|001-0000000418|1210|Labrador Sales|58245.66
31/07/2019|001-0000000419|4110|Labrador Sales|-60525.87
31/07/2019|001-0000000419|1210|Labrador Sales|60525.87
31/07/2019|001-0000000420|4110|Labrador Sales|-56746.76
31/07/2019|001-0000000420|1210|Labrador Sales|56746.76
31/07/2019|001-0000000421|4110|Labrador Sales|-60458.42
31/07/2019|001-0000000421|1210|Labrador Sales|60458.42
31/07/2019|001-0000000422|4110|Labrador Sales|-56625.69
31/07/2019|001-0000000422|1210|Labrador Sales|56625.69
31/07/2019|001-0000000423|4110|Labrador Sales|-59496.45
31/07/2019|001-0000000423|1210|Labrador Sales|59496.45
31/07/2019|001-0000000424|4110|Labrador Sales|-60964.83
31/07/2019|001-0000000424|1210|Labrador Sales|60964.83
31/07/2019|001-0000000425|4110|Labrador Sales|-60766.92
31/07/2019|001-0000000425|1210|Labrador Sales|60766.92
31/07/2019|001-0000000426|4110|Labrador Sales|-59069.15
31/07/2019|001-0000000426|1210|Labrador Sales|59069.15
31/07/2019|001-0000000427|4110|Labrador Sales|-58946.5
31/07/2019|001-0000000427|1210|Labrador Sales|58946.5
31/07/2019|001-0000000428|4110|Labrador Sales|-60336.78
31/07/2019|001-0000000428|1210|Labrador Sales|60336.78
31/07/2019|001-0000000429|4110|Labrador Sales|-59503.45
31/07/2019|001-0000000429|1210|Labrador Sales|59503.45
31/07/2019|001-0000000430|4110|Labrador Sales|-57007.5
31/07/2019|001-0000000430|1210|Labrador Sales|57007.5
31/07/2019|001-0000000431|4110|Labrador Sales|-59822.64
31/07/2019|001-0000000431|1210|Labrador Sales|59822.64
31/07/2019|001-0000000432|4110|Labrador Sales|-62086.07
31/07/2019|001-0000000432|1210|Labrador Sales|62086.07
31/07/2019|001-0000000433|4110|Labrador Sales|-60849.99
31/07/2019|001-0000000433|1210|Labrador Sales|60849.99
31/07/2019|003-0000000434|4120|Cat food sales|-49993.22
31/07/2019|003-0000000434|1230|Cat food sales|49993.22
31/07/2019|003-0000000435|4120|Cat food sales|-49993.22
31/07/2019|003-0000000435|1230|Cat food sales|49993.22
31/07/2019|003-0000000436|4120|Cat food sales|-49993.22
31/07/2019|003-0000000436|1230|Cat food sales|49993.22
31/08/2019|001-0000000437|4110|Labrador Sales|-60231.39
31/08/2019|001-0000000437|1210|Labrador Sales|60231.39
31/08/2019|001-0000000438|4110|Labrador Sales|-61109.69
31/08/2019|001-0000000438|1210|Labrador Sales|61109.69
31/08/2019|001-0000000439|4110|Labrador Sales|-59648.78
31/08/2019|001-0000000439|1210|Labrador Sales|59648.78
31/08/2019|001-0000000440|4110|Labrador Sales|-59678.81
31/08/2019|001-0000000440|1210|Labrador Sales|59678.81
31/08/2019|001-0000000441|4110|Labrador Sales|-59794.85
31/08/2019|001-0000000441|1210|Labrador Sales|59794.85
31/08/2019|001-0000000442|4110|Labrador Sales|-57611.32
31/08/2019|001-0000000442|1210|Labrador Sales|57611.32
31/08/2019|001-0000000443|4110|Labrador Sales|-58092.31
31/08/2019|001-0000000443|1210|Labrador Sales|58092.31
31/08/2019|001-0000000444|4110|Labrador Sales|-59605.5
31/08/2019|001-0000000444|1210|Labrador Sales|59605.5
31/08/2019|001-0000000445|4110|Labrador Sales|-60696.02
31/08/2019|001-0000000445|1210|Labrador Sales|60696.02
31/08/2019|001-0000000446|4110|Labrador Sales|-60025.24
31/08/2019|001-0000000446|1210|Labrador Sales|60025.24
31/08/2019|001-0000000447|4110|Labrador Sales|-57854.71
31/08/2019|001-0000000447|1210|Labrador Sales|57854.71
31/08/2019|001-0000000448|4110|Labrador Sales|-57327.81
31/08/2019|001-0000000448|1210|Labrador Sales|57327.81
31/08/2019|001-0000000449|4110|Labrador Sales|-61152.16
31/08/2019|001-0000000449|1210|Labrador Sales|61152.16
31/08/2019|001-0000000450|4110|Labrador Sales|-61809.14
31/08/2019|001-0000000450|1210|Labrador Sales|61809.14
31/08/2019|001-0000000451|4110|Labrador Sales|-59148.97
31/08/2019|001-0000000451|1210|Labrador Sales|59148.97
31/08/2019|001-0000000452|4110|Labrador Sales|-62229.66
31/08/2019|001-0000000452|1210|Labrador Sales|62229.66
31/08/2019|001-0000000453|4110|Labrador Sales|-61585.53
31/08/2019|001-0000000453|1210|Labrador Sales|61585.53
31/08/2019|001-0000000454|4110|Labrador Sales|-61566.97
31/08/2019|001-0000000454|1210|Labrador Sales|61566.97
31/08/2019|001-0000000455|4110|Labrador Sales|-61269.93
31/08/2019|001-0000000455|1210|Labrador Sales|61269.93
31/08/2019|001-0000000456|4110|Labrador Sales|-58253.59
31/08/2019|001-0000000456|1210|Labrador Sales|58253.59
31/08/2019|003-0000000457|4120|Cat food sales|-50391.87
31/08/2019|003-0000000457|1230|Cat food sales|50391.87
31/08/2019|003-0000000458|4120|Cat food sales|-50391.87
